id,caseNumber,originalCaseNumber,agencyId,reportDate,offenseCode1,offenseCode2,offenseCode3,offenseCode4,offenseCode5,offenseCode6,offenseDescription1,offenseDescription2,offenseDescription3,offenseDescription4,offenseDescription5,offenseDescription6,incidentNumber,place,city,occurrence1Date,occurrence1Time,disposition,beat,approvalDate,approved,xCoord,yCoord,blockNumber,street,coordCheck,uploadDate,crimeType,crimeClassification,titleBackgroundColor,iconUrl
4244801,26-00476,12600476,914,2026-02-04T00:00:00,978.5 PC,,,,,,Bench warrant/failure to appear on misdemeanor charge (M),,,,,,202602040161,AMPM,Davis,2026-02-04T00:00:00,2126,A,1,2026-02-05T00:00:00,True,-121.7603530883789,38.54634475708008,700.0,RUSSELL BL,Y,2026-02-09T16:00:01.76,All Other Offenses,Misdemeanor,#752100,red\PinNeedle.svg
4244704,26-00477,12600477,914,2026-02-05T00:00:00,29800(A)(1) PC,,,,,,Felon/addict/possess/etc firearm (F),,,,,,202602050006,TARGET,Davis,2026-02-05T00:00:00,130,,3,2026-02-05T00:00:00,True,-121.695930480957,38.5537719726563,4600.0,2ND ST,Y,2026-02-19T15:20:01.473,Weapon Law Violations,Felony,#752100,red\PinNeedle.svg
4246180,26-00478,12600478,914,2026-02-05T00:00:00,69(A) PC,243(B) PC,245(A)(1) PC,978.5 PC,,,Obstruct/resist exec ofcr - Aggravated (F),Battery on peace officer/emergency personnel/etc - Aggravated (M),Assault w/deadly weapon:not f/arm - Aggravated (F),Bench warrant/failure to appear on misdemeanor charge (M),,,202602050005,BUSINESS COMPLEX,Davis,2026-02-05T00:00:00,119,A,2,2026-02-05T00:00:00,True,-121.738891601563,38.5434532165527,200.0,G ST,Y,2026-02-19T10:05:01.357,Assault,Felony,#752100,red\PinNeedle.svg
4246181,26-00483,12600483,914,2026-02-05T00:00:00,978.5 PC,,,,,,Bench warrant/failure to appear on misdemeanor charge (M),,,,,,202602050045,AMTRAK,Davis,2026-02-05T00:00:00,930,A,2,2026-02-05T00:00:00,True,-121.73870086669922,38.54349136352539,800.0,2ND ST,Y,2026-02-09T16:00:01.76,All Other Offenses,Misdemeanor,#752100,red\PinNeedle.svg
4246182,26-00484,12600484,914,2026-02-05T00:00:00,978.5 PC,978.5 PC,148(A)(1) PC,,,,Bench warrant/failure to appear on felony charge (F),Bench warrant/failure to appear on misdemeanor charge (M),Obstruct/resist/etc public/peace officer/emergency med tech (M),,,,202602050052,SYCAMORE DRAINAGE CANAL (SYCAMORE LN),Davis,2026-02-05T00:00:00,1014,A,1,2026-02-05T00:00:00,True,-121.765594482422,38.5652465820313,2600.0,SYCAMORE LN,Y,2026-02-18T16:10:02.393,All Other Offenses,Felony,#752100,red\PinNeedle.svg
4249404,26-00488,12600488,914,2026-02-05T00:00:00,978.5 PC,,,,,,Bench warrant/failure to appear on misdemeanor charge (M),,,,,,202602050088,HOMELESS SHELTER (PAULS PLACE),Davis,2026-02-05T00:00:00,1404,A,2,2026-02-05T00:00:00,True,-121.74124908447266,38.5541877746582,1100.0,H ST,Y,2026-02-09T17:05:01.537,All Other Offenses,Misdemeanor,#752100,red\PinNeedle.svg
4248338,26-00493,12600493,914,2026-02-05T00:00:00,242 PC,647(F) PC,,,,,Battery on person - Simple (M),Disorderly conduct:alcohol (M),,,,,202602050110,G ST CIVIC SPACE,Davis,2026-02-05T00:00:00,1537,A,2,2026-02-06T00:00:00,True,-121.738891601563,38.5434532165527,200.0,G ST,Y,2026-02-19T15:20:01.473,Assault,Misdemeanor,#752100,red\PinNeedle.svg
4248188,26-00495,12600495,914,2026-02-05T00:00:00,314(1) PC,,,,,,Indecent exposure (M),,,,,,202602050117,,Davis,2026-02-05T00:00:00,1615,A,3,2026-02-06T00:00:00,True,-121.712547302246,38.5551414489746,3000.0,PRADO LN,Y,2026-02-20T17:35:02.14,Disorderly Conduct,Misdemeanor,#752100,red\PinNeedle.svg
4249405,26-00496,12600496,914,2026-02-05T00:00:00,978.5 PC,O/W MISD,,,,,Bench warrant/failure to appear on misdemeanor charge (M),Outside Warrant Misdemeanor,,,,,202602050101,HOMELESS SHELTER (PAULS PLACE),Davis,2026-02-05T00:00:00,1514,A,2,2026-02-09T00:00:00,True,-121.74124908447266,38.5541877746582,1100.0,H ST,Y,2026-02-09T17:05:01.537,All Other Offenses,Misdemeanor,#752100,red\PinNeedle.svg
4248337,26-00510,12600510,914,2026-02-06T00:00:00,978.5 PC,,,,,,Bench warrant/failure to appear on misdemeanor charge (M),,,,,,202602060048,CHEVRON,Davis,2026-02-06T00:00:00,1100,A,3,2026-02-06T00:00:00,True,-121.69432830810547,38.551090240478516,300.0,MACE BL,Y,2026-02-09T16:00:01.76,All Other Offenses,Misdemeanor,#752100,red\PinNeedle.svg
4251811,26-00519,12600519,914,2026-02-07T00:00:00,23152(A) VC,23152(B) VC,,,,,Dui alcohol (M),Dui alcohol/0.08 percent (M),,,,,202602070003,,Davis,2026-02-07T00:00:00,13,A,1,2026-02-07T00:00:00,True,-121.764045715332,38.5464324951172,,RUSSELL BL/ORCHARD PARK DR,Y,2026-02-19T15:20:01.473,Driving Under the Influence,Misdemeanor,#752100,red\PinNeedle.svg
4251968,26-00520,12600520,914,2026-02-06T00:00:00,647(F) PC,,,,,,Disorderly conduct:alcohol (M),,,,,,202602060187,BUSINESS COMPLEX,Davis,2026-02-06T00:00:00,2351,A,4,2026-02-09T00:00:00,True,-121.73902130126953,38.53928756713867,700.0,W OLIVE DR,Y,2026-02-19T15:20:01.473,Disorderly Conduct,Misdemeanor,#752100,red\PinNeedle.svg
4251967,26-00521,12600521,914,2026-02-07T00:00:00,23152(A) VC,23152(B) VC,14601.2(A) VC,23247(E) VC,,,Dui alcohol (M),Dui alcohol/0.08 percent (M),Suspended license DUI,Restricted driver operate vehicle w/o interlock device (M),,,202602070019,,Davis,2026-02-07T00:00:00,142,A,2,2026-02-07T00:00:00,True,-121.7403266,38.54474,,F ST/3RD ST,Y,2026-02-19T15:20:01.473,Driving Under the Influence,Misdemeanor,#752100,red\PinNeedle.svg
4251966,26-00524,12600524,914,2026-02-07T00:00:00,978.5 PC,11364(A) HS,1203.2(A) PC,,,,Bench warrant/failure to appear on misdemeanor charge (M),Possess unlawful paraphernalia (M),Probation violation:rearrest/revoke (M),,,,202602070054,5TH & L GAS STATION,Davis,2026-02-07T00:00:00,902,A,2,2026-02-08T00:00:00,True,-121.7335433959961,38.54927444458008,500.0,L ST,Y,2026-02-19T15:20:01.473,All Other Offenses,Misdemeanor,#752100,red\PinNeedle.svg
4251437,26-00525,12600525,914,2026-02-07T00:00:00,978.5 PC,,,,,,Bench warrant/failure to appear on misdemeanor charge (M),,,,,,202602070055,7-11 L ST,Davis,2026-02-07T00:00:00,0,A,2,2026-02-07T00:00:00,True,-121.7335433959961,38.54927444458008,500.0,L ST,Y,2026-02-19T15:20:01.473,All Other Offenses,Misdemeanor,#752100,red\PinNeedle.svg
4248335,26-00528,12600528,914,2026-02-07T00:00:00,978.5 PC,O/W MISD,,,,,Bench warrant/failure to appear on misdemeanor charge (M),Outside Warrant Misdemeanor,,,,,202602070076,HOMELESS SHELTER (PAULS PLACE),Davis,2026-02-07T00:00:00,1220,A,2,2026-02-07T00:00:00,True,-121.741249084473,38.5541877746582,1100.0,H ST,Y,2026-02-16T18:05:00.62,All Other Offenses,Misdemeanor,#752100,red\PinNeedle.svg
4251436,26-00529,12600529,914,2026-02-07T00:00:00,465(A) PC,594(A)(2) PC,,,,,Unlawful entry of a vehicle - From motor vehicle (F),Vandalism:damage property (F),,,,,202602070093,,Davis,2026-02-07T00:00:00,1350,,2,2026-02-08T00:00:00,True,-121.74040222167969,38.55152130126953,800.0,H ST,Y,2026-02-19T15:20:01.473,Larceny/Theft,Felony,#752100,red\PinNeedle.svg
